id,buyer_id,product_id,quantity,city,state,status,created_at,estimated_value
47,148,129,200,Kanpur,Uttar Pradesh,expired,2024-10-15 15:00:00,181221241.61
48,87,398,200,Ahmedabad,Gujarat,won,2025-04-04 18:00:00,253671.45
49,124,60,20,Mumbai,Maharashtra,new,2024-11-20 07:00:00,95880.06
50,59,410,50,Thiruvananthapuram,Kerala,quoted,2024-06-29 16:00:00,36609193.67
51,68,128,20,Patna,Bihar,new,2024-12-10 23:00:00,317470.19
52,20,284,5,Mysuru,Karnataka,quoted,2024-06-30 06:00:00,4043563.1
53,69,94,10,Chennai,Tamil Nadu,quoted,2024-04-12 07:00:00,10930.05
54,68,106,10,Patna,Bihar,contacted,2024-05-07 19:00:00,2817867.45
55,28,62,2,Noida,Uttar Pradesh,won,2024-12-05 15:00:00,47145.98
56,139,22,200,Jodhpur,Rajasthan,quoted,2024-06-10 15:00:00,14566332.04
57,148,141,200,Kanpur,Uttar Pradesh,contacted,2025-01-26 16:00:00,119803328.11
58,57,385,5,Udaipur,Rajasthan,new,2025-02-13 13:00:00,137130.17
59,139,17,500,Jodhpur,Rajasthan,quoted,2025-03-16 21:00:00,80917781.03
60,118,62,500,Nagpur,Maharashtra,quoted,2024-12-18 00:00:00,9728119.75
61,54,195,2,Delhi,Delhi,contacted,2024-11-09 08:00:00,609538.28
62,68,122,20,Patna,Bihar,quoted,2024-11-09 10:00:00,6786707.75
63,128,218,10,Rajkot,Gujarat,quoted,2025-01-20 11:00:00,3244617.14
64,103,144,200,Raipur,Chhattisgarh,new,2024-03-08 18:00:00,9280175.56
65,26,370,20,Pune,Maharashtra,lost,2024-10-11 13:00:00,14441380.75
66,51,75,5,Coimbatore,Tamil Nadu,quoted,2024-01-05 05:00:00,111180.62
67,35,323,500,Bhubaneswar,Odisha,quoted,2024-06-10 15:00:00,186485490.08
68,144,291,1,Howrah,West Bengal,quoted,2024-12-19 05:00:00,403674.78
69,66,244,2,Vijayawada,Andhra Pradesh,quoted,2024-06-20 08:00:00,428580.7
70,144,286,20,Howrah,West Bengal,quoted,2024-07-29 03:00:00,320361.51
71,156,102,500,Howrah,West Bengal,new,2025-02-03 09:00:00,4108814.96
72,131,250,200,Guwahati,Assam,lost,2024-07-14 19:00:00,4054098.06
73,38,86,50,Ludhiana,Punjab,quoted,2024-11-09 18:00:00,17267288.44
74,19,41,5,Pune,Maharashtra,quoted,2024-06-09 10:00:00,4295177.01
75,69,310,100,Chennai,Tamil Nadu,contacted,2024-08-15 11:00:00,3557163.69
76,134,231,100,Warangal,Telangana,new,2025-03-13 00:00:00,48633951.22
77,61,339,20,Bengaluru,Karnataka,lost,2024-12-24 23:00:00,330962.31
78,43,204,2,Jaipur,Rajasthan,new,2025-04-24 15:00:00,1662328.2
79,7,395,100,Patna,Bihar,quoted,2024-02-12 03:00:00,17255512.35
80,40,44,100,Lucknow,Uttar Pradesh,contacted,2024-05-06 23:00:00,32991047.99
81,33,68,500,Hyderabad,Telangana,lost,2024-01-15 01:00:00,313920312.85
82,84,244,200,Patna,Bihar,expired,2024-10-03 08:00:00,45374887.13
83,35,358,500,Bhubaneswar,Odisha,new,2024-11-01 14:00:00,50007182.28
84,145,223,500,Thiruvananthapuram,Kerala,negotiating,2024-09-30 09:00:00,24789504.06
85,124,277,10,Mumbai,Maharashtra,lost,2024-08-14 09:00:00,4594329.07
86,67,80,20,Noida,Uttar Pradesh,new,2024-09-24 04:00:00,4290537.51
87,121,274,1,Ahmedabad,Gujarat,won,2024-09-08 15:00:00,798585.76
88,111,409,20,Lucknow,Uttar Pradesh,negotiating,2025-02-11 00:00:00,3810054.84
89,49,211,500,Amritsar,Punjab,quoted,2024-05-07 05:00:00,2230748.5
90,100,194,10,Coimbatore,Tamil Nadu,contacted,2024-08-04 20:00:00,220913.26
91,157,414,20,Nagpur,Maharashtra,contacted,2025-01-15 17:00:00,135314.39
92,106,97,2,Noida,Uttar Pradesh,contacted,2024-05-28 03:00:00,1192614.72
93,159,232,20,Raipur,Chhattisgarh,won,2024-09-08 06:00:00,326954.76
94,39,26,500,Durgapur,West Bengal,new,2025-05-12 03:00:00,316332037.25
95,33,367,200,Hyderabad,Telangana,won,2024-04-29 02:00:00,18089055.12
96,127,112,50,Patna,Bihar,quoted,2025-02-06 15:00:00,38492943.34
97,119,357,1,Kolkata,West Bengal,contacted,2025-03-07 04:00:00,294978.25
98,101,37,500,Udaipur,Rajasthan,quoted,2024-04-08 08:00:00,1409194.81
99,4,63,10,Vadodara,Gujarat,quoted,2025-05-14 14:00:00,2854787.25
100,9,102,200,Bhopal,Madhya Pradesh,won,2024-02-18 16:00:00,1803783.02
101,54,243,100,Delhi,Delhi,won,2024-06-08 10:00:00,1960576.23
102,11,382,500,Udaipur,Rajasthan,quoted,2024-05-09 15:00:00,417289622.22
103,51,185,1,Coimbatore,Tamil Nadu,lost,2024-04-21 03:00:00,425558.53
104,112,167,1,Durgapur,West Bengal,new,2024-05-21 18:00:00,256557.59
105,63,5,1,Hyderabad,Telangana,negotiating,2024-12-19 15:00:00,3274.87
106,40,191,2,Lucknow,Uttar Pradesh,contacted,2024-09-12 02:00:00,935465.14
107,87,389,1,Ahmedabad,Gujarat,new,2024-11-26 04:00:00,4747.17
108,28,65,200,Noida,Uttar Pradesh,contacted,2024-10-12 20:00:00,5960744.35
109,113,376,10,Chennai,Tamil Nadu,new,2024-07-12 11:00:00,8485424.03
110,65,21,200,Raipur,Chhattisgarh,won,2024-10-13 09:00:00,101404018.53
111,126,98,5,Jodhpur,Rajasthan,negotiating,2024-06-14 23:00:00,4071105.13
112,154,284,5,Jaipur,Rajasthan,new,2024-03-20 14:00:00,3394185.23
113,68,278,50,Patna,Bihar,quoted,2025-02-01 20:00:00,293220.64
114,48,10,50,Ranchi,Jharkhand,won,2024-05-02 10:00:00,25667891.63
115,138,420,100,Jodhpur,Rajasthan,contacted,2024-12-15 15:00:00,1074298.95
116,40,314,20,Lucknow,Uttar Pradesh,contacted,2024-11-24 10:00:00,11403188.9
117,134,338,2,Warangal,Telangana,new,2025-04-25 04:00:00,21615.97
118,9,104,2,Bhopal,Madhya Pradesh,quoted,2024-02-20 01:00:00,17878.21
119,100,337,200,Coimbatore,Tamil Nadu,quoted,2024-12-25 18:00:00,77148464.72
120,94,114,2,Bhopal,Madhya Pradesh,new,2025-04-16 06:00:00,1514449.85
121,21,240,1,Pune,Maharashtra,quoted,2025-01-15 13:00:00,2413.65
122,15,316,20,Chandigarh,Chandigarh,quoted,2025-01-10 02:00:00,505162.05
123,20,111,500,Mysuru,Karnataka,new,2025-01-06 07:00:00,99689139.76
124,49,99,500,Amritsar,Punjab,negotiating,2024-10-18 20:00:00,5407967.0
125,143,384,500,Bhubaneswar,Odisha,quoted,2024-02-24 20:00:00,427603640.26
126,118,360,100,Nagpur,Maharashtra,lost,2024-03-26 05:00:00,41685142.39
127,130,173,5,Nagpur,Maharashtra,quoted,2024-11-03 14:00:00,2867213.83
128,81,282,50,Thiruvananthapuram,Kerala,lost,2024-07-30 20:00:00,1185789.5
129,83,312,10,Jodhpur,Rajasthan,negotiating,2024-04-19 12:00:00,8925186.88
130,66,185,200,Vijayawada,Andhra Pradesh,quoted,2024-07-22 00:00:00,98709046.11
131,73,306,1,Delhi,Delhi,quoted,2025-03-31 09:00:00,378487.38
132,57,110,50,Udaipur,Rajasthan,new,2025-02-24 22:00:00,275624.6
133,142,262,500,Nagpur,Maharashtra,negotiating,2024-10-19 04:00:00,265473890.46
134,118,183,5,Nagpur,Maharashtra,new,2024-07-06 18:00:00,547719.71
135,66,416,20,Vijayawada,Andhra Pradesh,new,2024-07-23 18:00:00,3365476.26
136,20,371,50,Mysuru,Karnataka,won,2024-03-29 15:00:00,489070.02
137,148,420,2,Kanpur,Uttar Pradesh,negotiating,2024-06-02 01:00:00,21277.36
138,148,196,2,Kanpur,Uttar Pradesh,won,2025-04-16 10:00:00,35923.82
139,112,214,2,Durgapur,West Bengal,lost,2024-04-26 23:00:00,1247172.08
140,155,6,100,Coimbatore,Tamil Nadu,new,2024-09-25 01:00:00,1368477.35
141,145,77,50,Thiruvananthapuram,Kerala,quoted,2024-04-23 04:00:00,10096032.89
142,101,229,500,Udaipur,Rajasthan,new,2024-08-09 09:00:00,8372967.13
143,38,68,50,Ludhiana,Punjab,new,2024-10-19 23:00:00,25877925.55
144,103,135,2,Raipur,Chhattisgarh,quoted,2024-08-10 22:00:00,363967.56
145,35,247,500,Bhubaneswar,Odisha,contacted,2024-07-21 20:00:00,166296614.22
146,144,316,500,Howrah,West Bengal,contacted,2024-02-06 08:00:00,12430429.86
147,83,351,2,Jodhpur,Rajasthan,new,2024-07-30 13:00:00,1485078.28
148,49,165,50,Amritsar,Punjab,negotiating,2024-01-13 09:00:00,31954048.38
149,90,316,200,Chennai,Tamil Nadu,negotiating,2024-08-13 01:00:00,5175241.8
150,60,103,50,Delhi,Delhi,new,2025-01-07 02:00:00,250109.36
151,14,125,5,Indore,Madhya Pradesh,lost,2025-02-23 09:00:00,35174.97
152,29,157,200,Bhubaneswar,Odisha,quoted,2024-06-18 06:00:00,146922769.22
153,55,105,500,Rajkot,Gujarat,quoted,2024-05-12 17:00:00,378767421.56
154,37,356,1,Jaipur,Rajasthan,quoted,2025-04-08 21:00:00,818359.43
155,66,88,1,Vijayawada,Andhra Pradesh,contacted,2025-02-08 22:00:00,402484.3
156,14,239,1,Indore,Madhya Pradesh,new,2024-12-04 08:00:00,16651.87
157,93,56,1,Mumbai,Maharashtra,contacted,2025-03-28 20:00:00,727306.63
158,98,261,2,Raipur,Chhattisgarh,lost,2024-09-05 19:00:00,155446.37
159,48,102,500,Ranchi,Jharkhand,expired,2024-10-14 22:00:00,3678891.8
160,64,272,20,Jaipur,Rajasthan,contacted,2024-07-20 23:00:00,254112.99
161,89,351,50,Bhopal,Madhya Pradesh,quoted,2024-06-03 07:00:00,44447959.49
162,129,142,1,Jodhpur,Rajasthan,negotiating,2025-03-25 12:00:00,15730.77
163,8,285,20,Kolkata,West Bengal,contacted,2024-06-23 12:00:00,260300.2
164,23,374,100,Coimbatore,Tamil Nadu,quoted,2024-12-13 19:00:00,71557606.49
165,59,214,10,Thiruvananthapuram,Kerala,negotiating,2024-08-06 09:00:00,6695496.5
166,85,230,500,Udaipur,Rajasthan,new,2024-11-30 04:00:00,256691575.66
167,52,71,20,Vadodara,Gujarat,won,2025-04-05 16:00:00,2319619.7
168,111,395,5,Lucknow,Uttar Pradesh,negotiating,2024-10-16 05:00:00,878116.01
169,143,273,2,Bhubaneswar,Odisha,contacted,2025-03-05 04:00:00,397949.43
170,82,212,100,Nagpur,Maharashtra,contacted,2025-01-16 20:00:00,1524593.92
171,71,78,10,Jaipur,Rajasthan,new,2024-04-04 00:00:00,8633915.98
172,157,316,20,Nagpur,Maharashtra,negotiating,2024-11-09 07:00:00,472369.29
173,60,352,1,Delhi,Delhi,quoted,2024-12-18 15:00:00,18595.97
174,155,241,50,Coimbatore,Tamil Nadu,contacted,2024-07-17 15:00:00,28088761.44
175,42,99,10,Mumbai,Maharashtra,new,2025-01-26 00:00:00,107528.03
176,106,114,10,Noida,Uttar Pradesh,won,2024-02-03 05:00:00,8161160.2
177,113,316,200,Chennai,Tamil Nadu,won,2025-03-19 14:00:00,5124796.67
178,110,208,1,Durgapur,West Bengal,negotiating,2025-02-26 12:00:00,491246.51
179,101,314,500,Udaipur,Rajasthan,quoted,2025-03-24 22:00:00,350588241.01
180,134,56,200,Warangal,Telangana,quoted,2025-03-25 01:00:00,167654506.03
181,63,266,500,Hyderabad,Telangana,quoted,2025-01-11 01:00:00,8223615.89
182,133,392,1,Bhubaneswar,Odisha,contacted,2024-08-13 12:00:00,799340.97
183,74,237,5,Amritsar,Punjab,quoted,2024-11-09 01:00:00,3446188.49
184,37,238,200,Jaipur,Rajasthan,new,2024-09-13 03:00:00,42657601.08
185,150,357,500,Ranchi,Jharkhand,new,2024-07-30 10:00:00,167644273.94
186,46,233,10,Jaipur,Rajasthan,lost,2024-02-16 08:00:00,13370.04
187,42,368,2,Mumbai,Maharashtra,new,2024-12-27 14:00:00,971154.35
188,22,269,100,Pune,Maharashtra,won,2025-05-14 16:00:00,53960066.89
189,41,194,500,Jodhpur,Rajasthan,quoted,2025-01-28 05:00:00,13463681.58
190,145,338,5,Thiruvananthapuram,Kerala,new,2024-03-15 05:00:00,64634.83
191,14,215,20,Indore,Madhya Pradesh,contacted,2025-01-28 14:00:00,7794978.58
192,47,61,5,Ranchi,Jharkhand,expired,2024-01-02 19:00:00,1406880.87
193,4,235,200,Vadodara,Gujarat,lost,2024-10-05 00:00:00,73882508.25
194,127,122,10,Patna,Bihar,negotiating,2024-08-31 14:00:00,3440264.32
195,21,308,1,Pune,Maharashtra,contacted,2024-10-07 08:00:00,22742.22
196,143,420,10,Bhubaneswar,Odisha,new,2024-03-16 01:00:00,104073.12
197,10,75,1,Raipur,Chhattisgarh,won,2025-03-05 19:00:00,21395.29
198,23,26,2,Coimbatore,Tamil Nadu,quoted,2024-04-01 05:00:00,1423715.51
199,157,339,500,Nagpur,Maharashtra,new,2024-08-21 23:00:00,9690939.47
200,10,48,20,Raipur,Chhattisgarh,contacted,2025-04-04 12:00:00,131071.81
201,110,282,2,Durgapur,West Bengal,contacted,2024-03-09 03:00:00,51268.51
202,71,169,500,Jaipur,Rajasthan,quoted,2024-04-17 22:00:00,299542421.42
203,15,56,500,Chandigarh,Chandigarh,expired,2024-09-04 23:00:00,397776253.41
204,74,219,50,Amritsar,Punjab,contacted,2024-10-21 19:00:00,13729980.46
205,34,315,200,Vijayawada,Andhra Pradesh,quoted,2024-11-19 15:00:00,3895995.47
206,47,313,10,Ranchi,Jharkhand,won,2024-04-09 00:00:00,4553856.7
207,120,321,2,Jaipur,Rajasthan,won,2024-04-16 19:00:00,926796.49
208,106,24,50,Noida,Uttar Pradesh,quoted,2025-02-16 20:00:00,718046.85
209,52,354,20,Vadodara,Gujarat,contacted,2024-02-04 09:00:00,12996295.82
210,141,166,1,Bhopal,Madhya Pradesh,new,2024-06-19 10:00:00,412471.74
211,146,316,1,Howrah,West Bengal,lost,2024-04-09 10:00:00,25253.76
212,123,243,1,Jodhpur,Rajasthan,negotiating,2024-09-03 04:00:00,22676.36
213,138,172,200,Jodhpur,Rajasthan,won,2024-07-30 23:00:00,63522704.02
214,134,154,50,Warangal,Telangana,negotiating,2024-01-10 06:00:00,17938135.7
215,85,410,50,Udaipur,Rajasthan,new,2024-03-17 08:00:00,39924434.7
216,87,193,500,Ahmedabad,Gujarat,lost,2024-10-19 19:00:00,8191626.21
217,153,60,20,Pune,Maharashtra,won,2024-06-10 22:00:00,78254.53
218,106,45,200,Noida,Uttar Pradesh,lost,2024-07-09 14:00:00,41969925.78
219,78,111,500,Bengaluru,Karnataka,contacted,2024-02-27 11:00:00,107192735.52
220,52,48,200,Vadodara,Gujarat,quoted,2025-02-13 15:00:00,1341100.76
221,40,98,50,Lucknow,Uttar Pradesh,lost,2025-01-10 16:00:00,38762431.63
222,84,74,2,Patna,Bihar,lost,2025-04-25 16:00:00,805684.73
223,34,106,1,Vijayawada,Andhra Pradesh,quoted,2024-12-31 16:00:00,260565.33
224,80,23,2,Amritsar,Punjab,contacted,2025-03-31 01:00:00,6525.55
225,80,12,20,Amritsar,Punjab,negotiating,2024-04-17 10:00:00,12020457.22
226,74,142,500,Amritsar,Punjab,contacted,2024-08-13 21:00:00,6233155.82
227,39,81,20,Durgapur,West Bengal,new,2025-05-05 19:00:00,15383622.26
228,27,106,500,Surat,Gujarat,quoted,2024-06-12 08:00:00,131418909.93
229,73,294,10,Delhi,Delhi,new,2024-06-08 19:00:00,5432656.84
230,139,228,1,Jodhpur,Rajasthan,new,2024-08-29 21:00:00,478048.37
231,99,28,2,Hubballi,Karnataka,quoted,2024-04-01 22:00:00,672658.24
232,152,323,200,Bhubaneswar,Odisha,negotiating,2024-06-08 10:00:00,86911812.29
233,137,41,200,Hubballi,Karnataka,negotiating,2024-02-17 22:00:00,162703235.27
234,117,159,200,Hubballi,Karnataka,quoted,2025-04-30 07:00:00,69704033.22
235,158,133,50,Amritsar,Punjab,quoted,2024-12-24 21:00:00,17112016.61
236,84,233,200,Patna,Bihar,new,2024-08-31 03:00:00,269718.52
237,119,88,20,Kolkata,West Bengal,won,2024-11-05 18:00:00,6905496.1
238,27,208,2,Surat,Gujarat,contacted,2024-11-28 02:00:00,1002463.42
239,137,237,100,Hubballi,Karnataka,negotiating,2024-05-02 19:00:00,60193837.08
240,41,247,100,Jodhpur,Rajasthan,new,2024-04-16 22:00:00,33451176.43
241,112,291,50,Durgapur,West Bengal,negotiating,2024-04-30 05:00:00,24387223.16
242,20,379,200,Mysuru,Karnataka,new,2024-11-01 14:00:00,112776827.29
243,25,228,5,Warangal,Telangana,contacted,2024-07-26 02:00:00,2844290.97
244,153,395,100,Pune,Maharashtra,contacted,2024-11-26 21:00:00,16135331.08
245,56,419,5,Mumbai,Maharashtra,lost,2025-04-07 20:00:00,20538.7
246,38,339,5,Ludhiana,Punjab,quoted,2024-05-29 12:00:00,97949.0
247,115,101,10,Hyderabad,Telangana,won,2024-06-11 09:00:00,132650.41
248,78,223,50,Bengaluru,Karnataka,expired,2024-10-25 00:00:00,2281924.85
249,131,207,5,Guwahati,Assam,lost,2024-02-01 11:00:00,2617828.94
250,14,1,500,Indore,Madhya Pradesh,lost,2024-07-02 03:00:00,1399045.53
251,8,121,100,Kolkata,West Bengal,won,2024-07-20 20:00:00,17620740.46
252,98,208,100,Raipur,Chhattisgarh,quoted,2024-04-18 21:00:00,41565723.74
253,36,97,500,Chandigarh,Chandigarh,quoted,2025-04-18 11:00:00,315600976.49
254,40,148,5,Lucknow,Uttar Pradesh,new,2024-02-06 20:00:00,950603.16
255,125,337,100,Noida,Uttar Pradesh,expired,2024-03-10 02:00:00,37091855.27
256,107,234,100,Hyderabad,Telangana,negotiating,2024-08-20 16:00:00,5912242.33
257,116,197,50,Jodhpur,Rajasthan,contacted,2024-08-05 19:00:00,7143109.46
258,128,375,10,Rajkot,Gujarat,won,2024-05-17 13:00:00,9167777.64
259,148,188,1,Kanpur,Uttar Pradesh,expired,2024-10-17 15:00:00,15287.34
260,29,298,200,Bhubaneswar,Odisha,expired,2024-02-10 04:00:00,8139295.75
261,135,385,20,Coimbatore,Tamil Nadu,quoted,2024-02-10 16:00:00,616694.66
262,23,126,200,Coimbatore,Tamil Nadu,negotiating,2024-12-05 21:00:00,13527033.85
263,139,409,20,Jodhpur,Rajasthan,negotiating,2025-04-07 10:00:00,3795205.88
264,3,241,200,Durgapur,West Bengal,quoted,2024-08-28 18:00:00,121186942.54
265,108,181,20,Ranchi,Jharkhand,contacted,2024-01-19 22:00:00,222075.36
266,78,373,20,Bengaluru,Karnataka,new,2024-08-30 18:00:00,14243942.87
267,14,337,20,Indore,Madhya Pradesh,lost,2024-11-15 00:00:00,7791955.99
268,22,65,500,Pune,Maharashtra,new,2025-02-05 08:00:00,12807123.27
269,158,144,20,Amritsar,Punjab,lost,2024-01-08 23:00:00,776537.31
270,45,303,5,Kochi,Kerala,negotiating,2024-07-08 05:00:00,498487.52
271,61,249,5,Bengaluru,Karnataka,won,2025-03-17 01:00:00,14431.22
272,22,75,5,Pune,Maharashtra,lost,2025-01-20 13:00:00,123096.68
273,61,339,200,Bengaluru,Karnataka,won,2024-03-26 06:00:00,3875002.48
274,89,28,20,Bhopal,Madhya Pradesh,won,2024-02-29 01:00:00,5886075.17
275,103,244,20,Raipur,Chhattisgarh,quoted,2025-04-30 17:00:00,4115006.83
276,100,243,20,Coimbatore,Tamil Nadu,new,2025-03-21 13:00:00,372882.84
277,115,196,50,Hyderabad,Telangana,expired,2024-12-15 01:00:00,827358.81
278,137,327,50,Hubballi,Karnataka,expired,2024-08-09 19:00:00,31350741.04
279,70,172,20,Vadodara,Gujarat,contacted,2024-02-20 08:00:00,7667683.68
280,101,237,10,Udaipur,Rajasthan,won,2024-10-28 06:00:00,6559815.74
281,47,161,500,Ranchi,Jharkhand,new,2024-01-05 02:00:00,901824.71
282,26,269,2,Pune,Maharashtra,won,2024-06-28 07:00:00,1114652.02
283,65,99,1,Raipur,Chhattisgarh,new,2024-02-17 01:00:00,10790.19
284,56,307,2,Mumbai,Maharashtra,won,2024-03-02 02:00:00,1096611.48
285,34,193,5,Vijayawada,Andhra Pradesh,lost,2024-12-22 05:00:00,78453.7
286,120,339,2,Jaipur,Rajasthan,negotiating,2025-04-17 08:00:00,40926.62
287,83,132,5,Jodhpur,Rajasthan,won,2024-05-21 01:00:00,522826.95
288,86,31,20,Vijayawada,Andhra Pradesh,expired,2024-05-15 05:00:00,139629.37
289,126,103,100,Jodhpur,Rajasthan,new,2024-09-08 03:00:00,505567.97
290,111,112,2,Lucknow,Uttar Pradesh,lost,2025-01-01 08:00:00,1180166.1
291,19,37,20,Pune,Maharashtra,won,2024-01-10 15:00:00,46047.24
292,1,20,100,Udaipur,Rajasthan,contacted,2024-12-24 10:00:00,16396493.86
293,148,2,500,Kanpur,Uttar Pradesh,won,2025-01-29 15:00:00,10279197.23
294,104,373,2,Mysuru,Karnataka,negotiating,2024-01-02 12:00:00,1796847.4
295,124,63,500,Mumbai,Maharashtra,lost,2024-07-02 10:00:00,162880610.47
296,103,29,2,Raipur,Chhattisgarh,quoted,2025-03-12 10:00:00,41862.72
297,118,390,20,Nagpur,Maharashtra,negotiating,2024-03-31 17:00:00,6279369.49
298,99,339,10,Hubballi,Karnataka,contacted,2024-07-18 03:00:00,196752.56
299,92,250,2,Lucknow,Uttar Pradesh,lost,2024-08-12 23:00:00,39279.75
300,10,99,1,Raipur,Chhattisgarh,won,2024-10-30 07:00:00,9504.95
301,17,406,500,Lucknow,Uttar Pradesh,negotiating,2024-09-12 17:00:00,385878644.95
302,116,9,1,Jodhpur,Rajasthan,contacted,2024-06-21 23:00:00,515410.2
303,31,109,500,Bhopal,Madhya Pradesh,quoted,2024-12-13 17:00:00,38291710.18
304,149,120,2,Patna,Bihar,new,2024-03-13 15:00:00,1641725.8
305,121,317,1,Ahmedabad,Gujarat,contacted,2024-11-28 04:00:00,494684.56
306,13,158,2,Amritsar,Punjab,quoted,2024-03-28 18:00:00,915898.71
307,28,59,200,Noida,Uttar Pradesh,negotiating,2024-11-11 07:00:00,54280472.24
308,52,219,50,Vadodara,Gujarat,lost,2025-01-12 21:00:00,13937427.0
309,31,351,500,Bhopal,Madhya Pradesh,new,2025-03-04 06:00:00,417577877.44
310,152,89,50,Bhubaneswar,Odisha,new,2024-05-20 04:00:00,1188458.71
311,44,357,50,Ranchi,Jharkhand,negotiating,2024-08-12 07:00:00,19188010.17
312,11,69,2,Udaipur,Rajasthan,won,2024-11-19 19:00:00,21814.97
313,41,9,200,Jodhpur,Rajasthan,new,2024-01-04 05:00:00,134740591.89
314,152,146,100,Bhubaneswar,Odisha,won,2025-02-09 15:00:00,86496316.46
315,53,74,20,Guwahati,Assam,quoted,2024-07-29 07:00:00,8656792.15
316,157,355,1,Nagpur,Maharashtra,negotiating,2025-01-02 15:00:00,83603.38
317,23,322,20,Coimbatore,Tamil Nadu,quoted,2024-01-03 17:00:00,141256.57
318,31,272,2,Bhopal,Madhya Pradesh,negotiating,2025-03-17 17:00:00,28390.08
319,119,395,10,Kolkata,West Bengal,contacted,2024-04-09 03:00:00,2023285.57
320,122,255,5,Jaipur,Rajasthan,new,2025-04-17 01:00:00,343056.12
321,94,146,10,Bhopal,Madhya Pradesh,quoted,2024-06-20 19:00:00,8926354.14
322,117,23,2,Hubballi,Karnataka,won,2025-04-18 17:00:00,6687.3
323,8,249,500,Kolkata,West Bengal,new,2025-04-03 07:00:00,1615121.15
